bedroom,bathroom,floors,parking,location,dhur,Aana,Paisa,Daam,roadsize(feet),Road type,Years ago,Area(sq ft),Price
4,4,2,0,"Bhatkeko Party, Kirtipur, Kathmandu",6,,,,20,Soil Stabilized,3,1093.5,18000000
4,2,2,2,"Kimdol, Swayambhu, Kathmandu",3,1,,,18,Soil Stabilized,2,889,21000000
6,3,3,1,"Near Tikathali Wada Bhawan, Tikathali, Lalitpur",0,3,0,0,10,Soil Stabilized,1,1026.75,16500000
5,2,3,2,"Samakhusi, Samakhusi, Kathmandu",0,3,1,1,0,Soil Stabilized,2,1133.7,25500000
6,6,3,1,"NA, Samakhusi, Kathmandu",4,,,,15,Blacktopped,1,729,32000000
4,5,2,3,"Hattigauda, Hattigauda, Kathmandu",0,5,0,0,22,Gravelled,0.25,1711.25,26000000
2,1,1.5,1,"Nearby  Panityanki, Tikathali, Lalitpur",0,3,3,1,13,Gravelled,2,1304.82,12500000
9,4,3,1,"Thapagau, Baneshwor, Kathmandu",0,4,0,0,10,Blacktopped,1,1369,27000000
3,3,2,2,"Sirutar Futsal, Sirutar, Balkot, Bhaktapur, Sirutar, Bhaktapur",0,5,0,0,13,Paved,0.583333333,1711.25,26000000
4,3,N/A,2,"Bhudanilkantha, Budhanilkantha, Kathmandu",0,6,0,0,12,Paved,0.333333333,2053.5,47000000
5,4,2,4,"Hattiban, Hattiban, Lalitpur",0,5,0,0,14,Blacktopped,1,1711.25,46000000
6,5,3,1,"Na, Kapan, Kathmandu",4,,,,16,Blacktopped,2,729,27500000
0,3,N/A,2,"Tokha, Tokha, Kathmandu",0,4,0,0,14,Gravelled,0.083333333,1369,23000000
5,3,2.5,1,"Nearby Cozy Homes, Imadol, Lalitpur",0,3,1,0,20,Gravelled,2,1112.31,19500000
3,3,3,4,"Balaju, Boratar, Kathmandu MPC Ward no -16, Balaju, Kathmandu",6,,,,14,Gravelled,1,1093.5,25000000
7,4,3.5,1,"Darjeling Height, Sipadol, Bhaktapur",0,3,0,0,20,Gravelled,2,1026.75,19000000
2,2,N/A,0,"123, Goldhunga, Kathmandu",2,3,,,0,Gravelled,0.916666667,1391.25,9000000
5,3,N/A,1,"Imadol Setipakha, Imadol, Lalitpur",3,,,,12,Gravelled,1,546.75,15500000
4,3,3,0,"Near grande hospital, Dhapasi, Kathmandu",0,5,5,0,15,Soil Stabilized,3,2139.05,26000000
4,3,3,2,"Budhanilkantha  11, Budhanilkantha, Kathmandu",2,5,,,10,Gravelled,0.916666667,2075.75,16000000
6,3,3,1,"Pepsicola planning, Pepsicola, Kathmandu",0,4,3,0,10,Blacktopped,0.333333333,1625.68,27000000
5,5,3,1,"Na, Budhanilkantha, Kathmandu",4,,,,13,Blacktopped,2,729,32500000
5,5,3,2,"Na, Hattigauda, Kathmandu",5,5,,,13,Gravelled,2,2622.5,33500000
0,4,N/A,1,"House for sale in Halchowk, Kathmandu, Halchowk , Kathmandu",3,,,,10,Soil Stabilized,0.083333333,546.75,31000000
5,4,3,4,"Nilopul, Sukedhara, Sukedhara, Kathmandu",4,,,,0,Soil Stabilized,1,729,26000000
4,3,2.5,3,"Gairgaun, Nagarjun, Kathmandu",0,3,2,0,16,Blacktopped,1,1197.87,30000000
4,4,3,2,"Deuba Chowk, Budhanilkantha, Kathmandu, Budhanilkantha, Kathmandu",0,7,0,0,13,Gravelled,0.5,2395.75,57000000
5,5,3,3,"Na, Budhanilkantha, Kathmandu",7,,,,15,Blacktopped,1,1275.75,41000000
6,3,3,1,"Sipadol ,bhaktapur, Sipadol, Bhaktapur",0,3,2,0,10,Gravelled,1,1197.87,19500000
5,5,4,0,"Dadathok, Lubhu, Lalitpur, Lubhu, Lalitpur",0,3,2,1,13,Gravelled,1,1219.26,17000000
6,4,2.5,2,"Ganesh Chwok, Budhanilkantha, Kathmandu",0,3,2,0,13,Gravelled,1,1197.87,24500000
3,4,3,2,"Near Omshanti, Balkot, Bhaktapur",3,,,,10,Soil Stabilized,1,546.75,19000000
2,2,1,1,"bhadrakali imadol, Imadol, Lalitpur",3,,,,13,Blacktopped,2,546.75,10000000
6,7,3,1,"Na, Basundhara, Kathmandu",5,,,,15,Blacktopped,1,911.25,35000000
6,4,3,2,"Golfutar, Golfutar, Kathmandu",3,,,,13,Gravelled,2,546.75,18000000
8,5,N/A,1,"Saraswatinagar-6, Chabahil, Kathmandu",0,2,2,3,13,Paved,1,919.79,16500000
2,1,N/A,1,"Tikathali, Tikathali, Lalitpur",0,3,0,0,13,Soil Stabilized,0.75,1026.75,12200000
5,4,3,2,"United colony, Changathali, Mahalaxmi Nagarpalika, Lalitpur",0,5,2,0,15,Soil Stabilized,0.083333333,1882.37,37500000
4,4,2.5,1,"Mahalaxmi-05, Imadol, Lalitpur",0,3,0,0,13,Gravelled,1,1026.75,18500000
4,3,3,1,"Magargaun, Bhaisepati, Lalitpur, Bhaisepati, Lalitpur",0,3,3,0,13,Paved,0.25,1283.43,30000000
0,3,2,1,"Purano Naikap, Kalanki, Kathmandu",3,1,,,12,Soil Stabilized,0.166666667,889,19800000
5,5,3,3,"Na, Basundhara, Kathmandu",11,,,,16,Blacktopped,2,2004.75,50000000
2,2,1,1,"Na, Mandikatar, Kathmandu",3,1,,,13,Gravelled,2,889,14000000
4,1,1,2,"Gotthatar, Kadaghari, Kathmandu",3,,,,13,Soil Stabilized,2,546.75,12000000
5,6,3,1,"na, Budhanilkantha, Kathmandu",3,5,,,12,Blacktopped,2,2258,21800000
4,4,3,2,"imadol -4 lalitpur, Imadol, Lalitpur",3,5,,,13,Soil Stabilized,2,2258,19700000
5,4,2,1,"Gopal Chowk, Changathali (Near tikathali), Tikathali, Lalitpur",0,4,2,1,15,Soil Stabilized,1,1561.51,19500000
4,4,2.5,1,"Bhaisepati, Lalitpur, Bhaisepati, Lalitpur",0,4,0,0,14,Paved,1,1369,30000000
7,4,4,2,"Near madevsthan ,koteshwor, Kathmandu, Koteshwor, Kathmandu",5,5,,,20,Blacktopped,1,2622.5,46500000
5,3,2,3,"Bhaisepati, Bhaisepati, Lalitpur",0,4,1,1,20,Blacktopped,1,1475.95,27500000
4,4,2.5,1,"Nearby Buddha Party Palace, Imadol, Lalitpur",0,3,2,0,13,Gravelled,1,1197.87,21400000
6,6,3,1,"Na, Tokha, Kathmandu",4,,,,14,Blacktopped,2,729,33500000
5,3,2.5,2,"Nearby Nagar Bikash Planning, Raniban, Kathmandu",0,4,2,0,10,Blacktopped,1,1540.12,23500000
6,4,3,1,"Ochu Height, Imadol, Lalitpur",0,4,0,0,13,Gravelled,2,1369,23500000
5,5,3,1,"Na, Basundhara, Kathmandu",2,5,,,14,Paved,2,2075.75,22500000
6,3,3,1,"shree tole, Basundhara, Kathmandu",3,,,,5,Soil Stabilized,1,546.75,30000000
5,5,3,3,"Na, Sukedhara, Kathmandu",6,,,,14,Paved,1,1093.5,42000000
5,4,2,1,"House for sale chandol, Chandol, Kathmandu",0,4,0,0,12,Gravelled,0.833333333,1369,35000000
5,4,3,3,"Sundarbasti, Budhanilkantha, Kathmandu",4,,,,13,Soil Stabilized,2,729,19200000
6,4,3,2,"Ochu Height, Imadol, Lalitpur",0,4,0,0,13,Soil Stabilized,0.666666667,1369,29500000
2,1,1,0,"Sana Gaun, Imadol, Lalitpur",0,3,0,1,12,Soil Stabilized,2,1048.14,12000000
6,5,3,1,"Na, Grande Villa, Kathmandu",3,5,,,13,Gravelled,2,2258,25000000
4,3,3,1,"Chunikhel budhanilkantha, Budhanilkantha, Kathmandu",0,2,3,,14,Gravelled,1,941.18,42500000
5,3,3,5,"Hattiban, Harisiddhi, Lalitpur",0,3,2,0,13,Gravelled,0.416666667,1197.87,22000000
6,4,3,3,"Budhanilkantha, Budhanilkantha, Kathmandu",4,5,,,13,Soil Stabilized,2,2440.25,25000000
5,4,2.5,3,"Satungal, Satungal, Kathmandu",0,3,2,2,13,Blacktopped,1,1240.65,18000000
6,3,N/A,2,"Lolang Height, Tarkeshwor, Kathmandu",0,4,1,2,10,Paved,0.083333333,1497.34,18500000
4,3,2.5,1,"Bojepokhari, Imadol, Lalitpur",0,3,0,0,13,Gravelled,2,1026.75,18500000
4,5,3,1,"Na, Dhapasi, Kathmandu",3,,,,13,Blacktopped,1,546.75,21000000
6,4,3,0,"Krishna Mandir Area, Imadol, Lalitpur",0,3,2,0,13,Blacktopped,2,1197.87,27000000
8,3,3,1,"Nayabasti, planing, Guheshwori, Kathmandu",0,4,0,0,16,Blacktopped,2,1369,28500000
4,4,N/A,4,"Thapa chowk, Sitapaila, Kathmandu",3,,,,12,Soil Stabilized,1,546.75,20300000
7,6,3,3,"Na, Chapali, Kathmandu",8,5,,,13,Gravelled,2,3169.25,42000000
2,1,1.5,1,"Opposite of Green hill city, Imadol, Lalitpur",0,3,1,0,13,Gravelled,2,1112.31,12500000
6,3,3,2,"House, Mandikatar, Kathmandu",5,,,,13,Gravelled,2,911.25,27800000
6,3,3,0,"Narayan chowk, Kapan, Kathmandu",0,6,,,8,Soil Stabilized,3,2053.5,29500000
3,4,N/A,1,"Tahachal, Tahachal, Kathmandu",3,5,,,0,Soil Stabilized,2,2258,27000000
3,2,2,1,"Imadol, Imadol, Lalitpur",0,2,0,3,18,Blacktopped,1,748.67,13500000
8,7,4,1,"Na, Mandikatar, Kathmandu",4,,,,20,Blacktopped,2,729,32500000
6,3,3.5,1,"Nearby Suncity Apartment, Kadaghari, Kathmandu",0,3,0,1,13,Gravelled,1,1048.14,19000000
4,5,3,1,"Imadol, Imadol, Lalitpur",0,3,0,1,20,Blacktopped,2,1048.14,19200000
2,1,1,0,"Gurujudhara, Gurujudhara, Kathmandu",0,3,1,0,10,Gravelled,2,1112.31,8500000
3,4,3,2,"Na, Hattigauda, Kathmandu",4,2,,,20,Gravelled,1,1413.5,28000000
4,4,2,1,"Budhanilkantha, Budhanilkantha, Kathmandu",0,8,2,0,13,Soil Stabilized,0.583333333,2909.12,55000000
4,4,3,1,"Khokana Dobato, Bhaisepati, Lalitpur",0,8,2,0,16,Concrete,2,2909.12,39077000
6,3,N/A,1,"Kalanki, Syuchatar, Kathmandu",3,,,,13,Blacktopped,0.666666667,546.75,22500000
2,1,1.5,1,"Opposite of Green hill city, Imadol, Lalitpur",0,3,1,2,13,Gravelled,2,1155.09,12500000
5,5,3,3,"Na, Budhanilkantha, Kathmandu",7,5,,,20,Paved,2,2987,40000000
7,4,3,6,"Chamati, Banasthali, Kathmandu",0,9,5,0,14,Blacktopped,1,3508.05,50000000
3,3,N/A,1,"Ichadol, Sitapaila, Kathmandu",3,,,,0,Soil Stabilized,0.083333333,546.75,13500000
8,6,4,1,"Bhaisepati,sainbu,pragatinagar, Bhaisepati, Lalitpur",0,7,1,0,12,Blacktopped,2,2481.31,37500000
4,4,3,1,"Naakhu, Nakkhu, Lalitpur",0,4,0,0,16,Gravelled,2,1369,26500000
5,5,N/A,0,"Dakshinamurti Marg, Gaushala, Kathmandu",4,,,,18,Blacktopped,0.75,729,38500000
5,5,2,6,"Na, Pasikot, Kathmandu",12,,,,22,Blacktopped,2,2187,55000000
8,4,2,1,"House for sale gaurighat, Guheshwori, Kathmandu",0,2,2,3,13,Gravelled,1,919.79,21500000
5,2,2,3,"Sanogau, Sano Gaun, Lalitpur",0,4,0,0,20,Gravelled,1,1369,21500000
6,3,2,1,"Nearby Mahadev Mandir, Koteshwor, Kathmandu",0,3,0,0,13,Blacktopped,1,1026.75,18000000
6,3,3,1,"290, ???????? ?????, ????????? ??????, Kageshwari-Manohara, Kathmandu",0,3,0,1,13,Gravelled,1,1048.14,18500000
6,5,3,2,"Inside Cozy Homes, Imadol, Lalitpur",0,5,1,0,13,Gravelled,1,1796.81,32500000
0,3,N/A,0,"Kapan, Kapan, Kathmandu",6,,,,0,Paved,3,1093.5,31000000
7,5,3,1,"Height, Baniyatar, Kathmandu",5,,,,11,Paved,0.5,911.25,25000000
4,3,2.5,2,"Ochu Height, Imadol, Lalitpur",0,3,2,0,13,Gravelled,2,1197.87,19000000
9,7,N/A,0,"Lazimpat, Lazimpat, Kathmandu",5,,,,13,Soil Stabilized,2,911.25,27500000
7,6,3,2,"Budhanilkantha, Pasikot, Kathmandu",5,,,,12,Gravelled,1,911.25,35000000
5,4,2.5,1,"Shantinagar, baneshwor, Baneshwor, Kathmandu",8,,,,10,Gravelled,1,1458,47500000
7,4,4,1,"Gongabu, Gongabu, Kathmandu",3,5,,,20,Gravelled,0.833333333,2258,25000000
4,4,N/A,1,"na, Sitapaila, Kathmandu",4,,,,15,Gravelled,2,729,20500000
7,5,3,1,"NA, Ekatabasti, Kathmandu",4,,,,13,Blacktopped,2,729,29900000
7,5,3,3,"Mahendra pul, Ranipauwa, Pokhara",6,5,,,20,Gravelled,2,2804.75,37000000
5,4,N/A,2,"n, Hattigauda, Kathmandu",11,,,,13,Blacktopped,1,2004.75,42000000
5,5,3,2,"NA, Budhanilkantha, Kathmandu",4,,,,15,Paved,2,729,29800000
5,3,3,0,"Kapan, Shivapuri chowk, Budhanilkantha, Kathmandu",0,4,0,3,13,Soil Stabilized,0.25,1433.17,28000000
6,4,2.5,4,"Nearby Ring Road, Sanobharyang, Kathmandu",0,3,2,0,13,Blacktopped,1,1197.87,23000000
5,6,3,2,"Na, Golfutar, Kathmandu",4,,,,20,Blacktopped,2,729,37000000
7,4,3.5,2,"Sital height, Imadol, Lalitpur",0,4,2,0,13,Gravelled,2,1540.12,22000000
5,5,4,1,"Na, Golfutar, Kathmandu",4,,,,15,Soil Stabilized,1,729,26000000
0,2,3,1,"Tarkeshwor, Tarkeshwor, Kathmandu",3,1,,,20,Blacktopped,2,889,17000000
4,3,3,0,"Mandikatar, Mandikatar, Kathmandu",3,13,,,12,Soil Stabilized,2,4996,22500000
1,1,1,1,"Kavresthali, Tarakeshwar, Kathmandu",0,2,2,3,10,Gravelled,2,919.79,12000000
5,6,3,2,"Na, Budhanilkantha, Kathmandu",6,,,,18,Soil Stabilized,1,1093.5,47500000
3,4,N/A,1,"Budhanilkantha, Budhanilkantha, Kathmandu",5,,,,20,Paved,0.916666667,911.25,40000000
4,4,3,1,"NA, Golfutar, Kathmandu",5,5,,,20,Blacktopped,1,2622.5,43000000
7,2,2,3,"Sano Bharayagn, Sanobharyang, Kathmandu",0,3,3,3,16,Gravelled,1,1347.6,31500000
2,1,1,1,"Kapan, Budanilkantha-11, Kapan, Kathmandu",3,,,,10,Soil Stabilized,2,546.75,10600000
4,3,3,4,"Bhaisipati, Bhaisepati, Lalitpur",0,4,0,0,18,Gravelled,1,1369,31000000
2,1,N/A,1,"Tikathali, Tikathali, Lalitpur",0,3,0,0,10,Soil Stabilized,0.75,1026.75,13200000
6,6,3,2,"NA, Budhanilkantha, Kathmandu",4,5,,,14,Gravelled,2,2440.25,27000000
5,4,3,3,"Dholahity, Satdobato, Lalitpur",0,3,0,1,16,Soil Stabilized,2,1048.14,20000000
5,6,3,2,"Na, Budhanilkantha, Kathmandu",7,5,,,14,Gravelled,1,2987,55000000
5,5,3,2,"Na, Budhanilkantha, Kathmandu",8,5,,,13,Gravelled,2,3169.25,49000000
8,4,3,3,"Dallu, Dallu, Kathmandu",0,5,1,3,15,Gravelled,1,1860.98,37000000
5,2,2,2,"Nagarjung, Nagarjun, Kathmandu",5,0,0,,13,Gravelled,1,911.25,31500000
3,3,N/A,3,"shantinagar, Dhapakhel, Lalitpur",6,,,,13,Gravelled,2,1093.5,42500000
5,3,2.5,0,"Golfutar, Golfutar, Kathmandu",4,,,,15,Blacktopped,2,729,29000000
8,8,N/A,4,"Pasikot, Budhanilkantha, Kathmandu",8,,,,16,Soil Stabilized,1,1458,39000000
5,5,2.5,1,"opposite of Nepal Rastra Bank, Baluwatar, Kathmandu",0,6,0,0,13,Blacktopped,2,2053.5,60000000
4,3,2.5,1,"Nearby, Buddha party palace, Imadol, Lalitpur",0,3,0,0,13,Gravelled,2,1026.75,19000000
5,5,3,4,"Na, Chapali, Kathmandu",12,,,,15,Blacktopped,2,2187,68000000
2,1,N/A,1,"Tikathali, Tikathali, Lalitpur",0,3,3,0,13,Soil Stabilized,0.75,1283.43,14500000
3,4,2.5,1,"Nearby Sumeru Hospital, Dhapakhel, Lalitpur",0,2,2,0,12,Blacktopped,2,855.62,17700000
5,4,4,7,"Tikhedewal, Lalitpur, Nakhipot, Lalitpur",0,3,2,0,13,Gravelled,0.833333333,1197.87,26500000
7,2,N/A,0,"Nearby LRI School, Kalanki, Kathmandu",3,5,,,13,Soil Stabilized,2,2258,15500000
5,4,N/A,2,"Bagmati, Budhanilkantha, Kathmandu",6,3,,,20,Soil Stabilized,0.166666667,2120.25,68500000
5,4,3,1,"Buddha Marga, Narephant, Narephate, Kathmandu",4,,,,14,Blacktopped,0.416666667,729,31500000
9,4,3,3,"Samakhusi Kharibot, Samakhusi, Kathmandu",3,,,,13,Blacktopped,2,546.75,22500000
10,4,3,0,"Chuchhepati, Chabahil, Kathmandu",4,5,,,20,Soil Stabilized,3,2440.25,35000000
4,6,3,4,"NA, Budhanilkantha, Kathmandu",10,,,,15,Blacktopped,2,1822.5,62000000
5,3,2.5,3,"Imadol, Imadol, Lalitpur",0,3,2,0,20,Gravelled,1,1197.87,25000000
2,1,1,0,"Nearby,  Grandy Hospital, Tokha, Kathmandu",3,,,,13,Gravelled,2,546.75,11500000
4,3,N/A,2,"Sano Bharyang, Sanobharyang, Kathmandu",0,3,2,0,14,Blacktopped,0.25,1197.87,29000000
4,3,3,0,"Imadol Swimming Pool, Imadol, Lalitpur",0,3,3,0,20,Gravelled,2,1283.43,23500000
5,6,3,2,"Na, Baluwatar, Kathmandu",6,,,,14,Blacktopped,2,1093.5,61000000
7,4,4,1,"Makalbari, Makalbari, Kathmandu",0,3,1,3,14,Soil Stabilized,2,1176.48,22500000
3,2,2.5,1,"Gwarko Colony, Gwarko, Lalitpur",0,3,0,1,13,Blacktopped,2,1048.14,21000000
6,4,N/A,1,"???????????-?, ????????? ??????? ????? ????????? ??? ?????? ????, Budhanilkantha, Kathmandu",0,4,2,2,13,Blacktopped,1,1582.9,30000000
4,1,N/A,3,"Thankot checkpost, Thankot, Kathmandu",4,,,,11,Soil Stabilized,0.666666667,729,15500000
6,6,3,2,"Na, Kapan, Kathmandu",4,5,,,13,Gravelled,1,2440.25,28500000
5,2,2.5,1,"Narepthat- 32, Jadibuti., Narephate, Kathmandu",0,2,3,0,13,Paved,2,941.18,22000000
5,3,2.5,1,"Prayag Marga-34, Shantinagar, Kathmandu",0,5,0,0,15,Blacktopped,2,1711.25,33000000
5,5,3,1,"Na, Hattigauda, Kathmandu",4,,,,15,Gravelled,2,729,28500000
4,5,3,1,"Na, Kapan, Kathmandu",3,,,,16,Gravelled,2,546.75,17000000
4,6,3,2,"N, Budhanilkantha, Kathmandu",7,3,,,20,Blacktopped,1,2302.5,59000000
4,4,2.5,0,"Nearby of Medicity Hospital, Nakkhu, Lalitpur",4,2,,,14,Gravelled,2,1413.5,25500000
7,6,3,1,"tokha, Tokha, Kathmandu",0,5,2,0,18,Soil Stabilized,1,1882.37,25000000
3,1,N/A,1,"Kadaghari, Kadaghari, Kathmandu",0,4,0,0,10,Soil Stabilized,0.75,1369,11300000
2,1,1.5,1,"nearby Pawan prakriti school., Imadol, Lalitpur",0,3,0,0,13,Gravelled,2,1026.75,12000000
2,2,N/A,1,"Shankhamul, Patan, Lalitpur",0,2,3,1,13,Soil Stabilized,2,962.57,17600000
6,6,3,1,"Na, Budhanilkantha, Kathmandu",3,1,,,18,Blacktopped,2,889,22500000
6,3,3,1,"Dhalpa-4 ( Sital Basti), Kirtipur, Kathmandu",0,3,3,,12,Gravelled,1,1283.43,17000000
8,7,4,8,"Janakinagar, Nepathya College (RR Path), Butwal, Butwal",15,,,,20,Soil Stabilized,1,2733.75,39000000
4,4,3,1,"Sital Height, Imadol, Lalitpur",0,3,0,0,13,Gravelled,2,1026.75,23500000
5,4,2.5,1,"Krishna Mandir, Imadol, Lalitpur",0,3,2,0,13,Blacktopped,1,1197.87,28700000
4,3,3,2,"Thaiba, Lalitpur, Thaiba, Lalitpur",0,3,0,2,20,Gravelled,1,1069.53,17000000
5,5,3,2,"Na, Swayambhu, Kathmandu",7,,,,14,Paved,2,1275.75,39000000
4,3,2.5,1,"Sital Height, Imadol, Lalitpur",0,3,1,2,13,Gravelled,2,1155.09,17000000
3,3,2,1,"New Colony, Budhanilkantha, Budhanilkantha, Kathmandu",0,4,5,0,18,Soil Stabilized,2,1796.8,28500000
4,4,2.5,1,"Imadol, Mahalaxmi-05, Imadol, Lalitpur",0,3,2,0,13,Gravelled,1,1197.87,23500000
4,4,3,2,"Wasa hiti, Thaiba, Lalitpur",0,4,0,1,13,Gravelled,2,1390.39,19000000
5,5,3,1,"Sundarbasti, Bhangal, Kathmandu",3,5,,,13,Gravelled,2,2258,21500000
5,3,3,3,"Sanobharyang, Sanobharyang, Kathmandu",0,3,1,0,14,Blacktopped,1,1112.31,23000000
4,3,2.5,1,"Sanagaun height, Imadol, Lalitpur",0,3,2,0,20,Gravelled,2,1197.87,19500000
3,3,3,0,"Basundhara, Basundhara, Kathmandu",3,5,,,12,Soil Stabilized,2,2258,26000000
5,3,3,1,"Imadol, Imadol, Lalitpur",3,,,,12,Gravelled,1,546.75,16000000
0,3,N/A,1,"Na, Baluwatar, Kathmandu",2,5,,,12,Blacktopped,1,2075.75,22000000
3,5,3,1,"Bhaisepati, Bhaisepati, Lalitpur",0,4,2,0,18,Blacktopped,2,1540.12,28500000
2,1,1,1,"Nagpokhari road, Tarkeshwor, Kathmandu",3,1,0,,0,Soil Stabilized,2,889,13000000
